filename,qr_code
loot/output/QRExfil-13.jpg,  include enterprises operational security capabilities to mitig
loot/output/QRExfil-419.jpg,"            2022, <https://attack.mitre.org/techniques/T1185/>.
"
loot/output/QRExfil-425.jpg,"       ""Impact of TLS 1.3 to Operational Network Security
      "
loot/output/QRExfil-343.jpg,"n name against a list of bad sites, or
   analyse the age of the"
loot/output/QRExfil-357.jpg,"g for greater flexibility for remote users and users working
   "
loot/output/QRExfil-431.jpg,"[SOLARWIND]
              Symantec, a Division of Broadcom Softw"
loot/output/QRExfil-380.jpg,"o add credentials to the
      solution

   This leaves a few qu"
loot/output/QRExfil-394.jpg,"use in RFCs to Indicate
              Requirement Levels"", BCP 1"
loot/output/QRExfil-169.jpg,"iple
      alternative components, systems and methods to decrea"
loot/output/QRExfil-141.jpg,"tacks!

3.3.  The main requirements

   Enterprises and Organiza"
loot/output/QRExfil-155.jpg,"    carrying a Certification Mandate), etc.

3.4.  Evolution of "
loot/output/QRExfil-182.jpg,"ro Trust is best
      practice

3.5.  The need for Network base"
loot/output/QRExfil-196.jpg,"
   Over time the technologies developed and became more protoco"
loot/output/QRExfil-180.jpg,"minimising the
      impact of such a breach (through developing"
loot/output/QRExfil-194.jpg,"t Layer 4
   traffic and did not understand the behaviours of ce"
loot/output/QRExfil-143.jpg,", mainly:

   *  Reduce their Risks.  And in particular as part "
loot/output/QRExfil-157.jpg,"t decades with a few
   milestones: several key formal work on s"
loot/output/QRExfil-382.jpg," ECH on DNS and on the Client Facing vs Backend
      servers be"
loot/output/QRExfil-396.jpg,"           <https://www.rfc-editor.org/info/rfc2119>.

   [RFC81"
loot/output/QRExfil-341.jpg,"on the DNS resolution and as
   discussed this can be a simple a"
loot/output/QRExfil-427.jpg,"tracker.ietf.org/doc/html/draft-ietf-opsec-
              ns-imp"
loot/output/QRExfil-433.jpg,"Need to Know"",
              December 2020, <https://symantec.br"
loot/output/QRExfil-355.jpg,"undary defence, but can also be routed through an
   online serv"
loot/output/QRExfil-369.jpg,"ure that data is
   not being leaked?  The only way to really pr"
loot/output/QRExfil-11.jpg,"ck vectors which will become easier with the current ECH
   prop"
loot/output/QRExfil-39.jpg,"ontents

   1.  Introduction  . . . . . . . . . . . . . . . . . "
loot/output/QRExfil-235.jpg,"ation.  Again, being able to analyse the SNI
   allows these sys"
loot/output/QRExfil-221.jpg,"network centric security controls has
   grown, but counter to t"
loot/output/QRExfil-209.jpg,"om the Internet.  But this only considers the inbound
   traffic"
loot/output/QRExfil-208.jpg,"ng to protect their users from malicious attacks
   coming in fr"
loot/output/QRExfil-220.jpg,"                       July 2022


   Increasingly the need for "
loot/output/QRExfil-234.jpg,"fic, analyse it and then re-encrypt
   and send on to the destin"
loot/output/QRExfil-38.jpg,"ut warranty as described in the Revised BSD License.

Table of C"
loot/output/QRExfil-10.jpg,"d for several clarifications as well as highlights
   known atta"
loot/output/QRExfil-368.jpg,"(BYOD);
   how can an organisation protect these devices and ens"
loot/output/QRExfil-432.jpg,"are Group,
              ""SolarWinds (Sunburst) Attack What You "
loot/output/QRExfil-354.jpg,"ysis no longer must be down on-premise or as a
   traditional bo"
loot/output/QRExfil-340.jpg,"fence to stop hackers.

   Normal internet traffic relies first "
loot/output/QRExfil-426.jpg,"        Practices"", 26 January 2021,
              <https://data"
loot/output/QRExfil-397.jpg,"74]  Leiba, B., ""Ambiguity of Uppercase vs Lowercase in RFC
    "
loot/output/QRExfil-383.jpg," clarified?

   *  Can the problems of enterprises and organizat"
loot/output/QRExfil-156.jpg,"defence approaches

   The defence approaches evolved in the pas"
loot/output/QRExfil-142.jpg,"tions need to protect themselves for a vast
   number of reasons"
loot/output/QRExfil-195.jpg,"rtain protocols,
   and so was highly prone to false positives.
"
loot/output/QRExfil-181.jpg," a strong Cyber
      Resiliance) and through the adoption of Ze"
loot/output/QRExfil-119.jpg,"e a
      number of auxiliary services (e.g. security services) "
loot/output/QRExfil-125.jpg," landscape which was already very large (see
   [SMART]), has si"
loot/output/QRExfil-131.jpg,"ir targets,
   increase their efficiency and increase their rewa"
loot/output/QRExfil-327.jpg," job opportunity, 'please read this job
   description' is the l"
loot/output/QRExfil-441.jpg,"ddresses




Taddei & Edwards         Expires 12 January 2023   "
loot/output/QRExfil-333.jpg,"  malware be detected.

   Finally the browser itself can be com"
loot/output/QRExfil-290.jpg,"companies or tax offices (and these can be
   blocked at the net"
loot/output/QRExfil-63.jpg," . . . . . . . . . . . . . . . . . . . . . .  11
     8.1.  Norm"
loot/output/QRExfil-77.jpg,"aft                   ech4ent                       July 2022


"
loot/output/QRExfil-284.jpg,"browser including by performing and enabling a Man in
   the Bro"
loot/output/QRExfil-88.jpg,"OMMENDED"", ""NOT RECOMMENDED"", ""MAY"", and
   ""OPTIONAL"" in this d"
loot/output/QRExfil-253.jpg,"turned on and off (and as such can be seen as a Discretionary
  "
loot/output/QRExfil-247.jpg,"d as can be seen from many high
   profile attacks, such as the "
loot/output/QRExfil-246.jpg,"lware based) does not have
   Tamper Controls built into it.  An"
loot/output/QRExfil-252.jpg,"e effective than having endpoint based controls which can be
   "
loot/output/QRExfil-89.jpg,"ocument are to be interpreted as described in
   BCP 14 [RFC2119"
loot/output/QRExfil-76.jpg,"   Expires 12 January 2023                [Page 2]

Internet-Dr"
loot/output/QRExfil-285.jpg,"wser [MITB] attack, codified at T1185 in MITRE ATT&CK
   framewo"
loot/output/QRExfil-291.jpg,"work level through analysing the SNI to understand
   the age of"
loot/output/QRExfil-62.jpg,". . . . . . . . . . . . . . . . . .  11
   8.  References  . . ."
loot/output/QRExfil-332.jpg,"ugh analysing every object being received on the host, can the
 "
loot/output/QRExfil-326.jpg,"ld appear to be a legitimate job
   recruiter with news of a new"
loot/output/QRExfil-440.jpg,"d to the analysis of the Man in the Browser attacks.

Authors' A"
loot/output/QRExfil-130.jpg,", leverage
   innovations to their advantages, better select the"
loot/output/QRExfil-124.jpg,"rational security

3.1.  Threat landscape

   The general threat"
loot/output/QRExfil-118.jpg,   *  Are these Client Facing servers a new middlebox model wher
loot/output/QRExfil-132.jpg,"rds, in particular
   with Ransomware based attacks.

3.2.  Impl"
loot/output/QRExfil-126.jpg,"gnificantly increased since the COVID crisis.  Indeed
   as the "
loot/output/QRExfil-318.jpg,"re loaders to
   the user so again they get compromised by simpl"
loot/output/QRExfil-330.jpg,"s encrypted and may use specific chat channels to send
   the ma"
loot/output/QRExfil-442.jpg,"            [Page 12]

Internet-Draft                   ech4ent"
loot/output/QRExfil-324.jpg,"use legitimate social
   networks, like LinkedIn, to lure target"
loot/output/QRExfil-48.jpg,"reat landscape  . . . . . . . . . . . . . . . . . . . .   4
    "
loot/output/QRExfil-287.jpg,"cks, which trick the user
   into clicking on a malicious link o"
loot/output/QRExfil-74.jpg,"rs
      receive their services with a good level of Confidentia"
loot/output/QRExfil-60.jpg,". . . . . . . . .  10
   6.  IANA Considerations . . . . . . . ."
loot/output/QRExfil-293.jpg,", have become more stealthy by using legitimate domains (such
  "
loot/output/QRExfil-278.jpg,"nt security solutions is a very big gap that has not been
   res"
loot/output/QRExfil-244.jpg,"t this endpoint
   software can be turned off and disabled.  Eve"
loot/output/QRExfil-250.jpg,"alware system so that attack would succeed.  So,
   the need for"
loot/output/QRExfil-251.jpg," network security as a Mandatory security control is much
   mor"
loot/output/QRExfil-245.jpg,"n today, most endpoint
   security software (be it DLP or antima"
loot/output/QRExfil-279.jpg,"olved in the past decades and won't be in any short term.

4.2. "
loot/output/QRExfil-61.jpg," . . . . . . . . . . . . .  11
   7.  Security Considerations . "
loot/output/QRExfil-292.jpg," a domain or whether it is known bad).  To evade this
   hackers"
loot/output/QRExfil-286.jpg,"rk [MITB-MITRE].

   In the first instance we have Phishing atta"
loot/output/QRExfil-75.jpg,"lity,
      Integrity and Availability



Taddei & Edwards      "
loot/output/QRExfil-49.jpg, 3.2.  Implications to Enterprises and Organizations . . . . . .
loot/output/QRExfil-443.jpg,"                       July 2022


   Arnaud Taddei (editor)
   "
loot/output/QRExfil-325.jpg,"ed users to open malicious
   files or links.  So the hacker wou"
loot/output/QRExfil-331.jpg,"lware through; the site itself is good and so it is only
   thro"
loot/output/QRExfil-319.jpg,"y viewing the
   otherwise legitimate website.  In both cases si"
loot/output/QRExfil-127.jpg,"crisis forced many enterprises and organizations to accelerate
 "
loot/output/QRExfil-133.jpg,"ications to Enterprises and Organizations

   Attacks are now da"
loot/output/QRExfil-137.jpg,"tation agencies

   Since the damage is so high, some cyber insu"
loot/output/QRExfil-123.jpg,"oyees and data ?

3.  Enterprises and Organizations need for Ope"
loot/output/QRExfil-335.jpg,"be legitimate plug-ins for the browser,
   but in fact they coll"
loot/output/QRExfil-321.jpg,"ient; and that the whole
   page needs to be analysed to detect "
loot/output/QRExfil-447.jpg,"


   Simon Edwards (editor)
   Broadcom
   1320 Ridder Park Dr
"
loot/output/QRExfil-309.jpg,"top these attacks with simply the
   SNI data; The SNI is necess"
loot/output/QRExfil-71.jpg,"and Organizations are both offering online services to
   their "
loot/output/QRExfil-282.jpg,"s applications and services on the internet.
   Hackers know thi"
loot/output/QRExfil-296.jpg,"HTML or
   Java).  In these cases, knowing the SNI is necessary "
loot/output/QRExfil-65.jpg,.2.  Informative References  . . . . . . . . . . . . . . . . .  
loot/output/QRExfil-59.jpg," . . . .   9
   5.  Conclusions . . . . . . . . . . . . . . . . "
loot/output/QRExfil-241.jpg,".

   So why can all this essential analysis not be carried out "
loot/output/QRExfil-255.jpg,ganisations are moving applications and services to the cloud an
loot/output/QRExfil-269.jpg,"00, and likely the vast
   majority of enterprise customers depl"
loot/output/QRExfil-268.jpg,"ity deployment

   To our knowledge, all fortune 500, fortune 20"
loot/output/QRExfil-254.jpg," control).  The second problem arise because more and more
   or"
loot/output/QRExfil-240.jpg,stem can be decrypted and inspected for malware and DLP controls
loot/output/QRExfil-58.jpg,"  8
     4.3.  Defence in Depth  . . . . . . . . . . . . . . . ."
loot/output/QRExfil-297.jpg,"but not
   sufficient (because it is essentially legitimate), so"
loot/output/QRExfil-64.jpg,"ative References  . . . . . . . . . . . . . . . . . .  11
     8"
loot/output/QRExfil-70.jpg,"t aims to contribute to section 5 of [CAMPLING].
   Enterprises "
loot/output/QRExfil-283.jpg,"s and so increasingly use attacks that aim to
   compromise the "
loot/output/QRExfil-308.jpg,"y viewing the advert and
   again it is not always possible to s"
loot/output/QRExfil-320.jpg,"mply looking at the
   SNI server data is necessary but insuffic"
loot/output/QRExfil-446.jpg,"broadcom.com
   URI:   https://www.linkedin.com/in/arnaudtaddei/"
loot/output/QRExfil-334.jpg,"promised by the user themselves,
   by installing what looks to "
loot/output/QRExfil-122.jpg,"mpanies and organisations today, to
      protect their own empl"
loot/output/QRExfil-136.jpg,"s in capitalisation between 1-5%

   *  Degradation by credit no"
loot/output/QRExfil-120.jpg,"could be
      provided?

   *  How will these changes affect th"
loot/output/QRExfil-134.jpg,"maging Enterprises and Organizations in increasing
   severity:
"
loot/output/QRExfil-108.jpg,"d servers into a Client Facing and a Backend server (whether
   "
loot/output/QRExfil-444.jpg,"Broadcom
   1320 Ridder Park Dr
   San Jose, CA 95131
   United "
loot/output/QRExfil-322.jpg,"the malicious code.

   Users themselves can also be targeted di"
loot/output/QRExfil-336.jpg,"ect browsing habits or may log keyboard
   activity.

4.3.  Defe"
loot/output/QRExfil-450.jpg,"ononsecurity/


































Taddei & Edwards"
loot/output/QRExfil-66.jpg,"11
   Acknowledgements  . . . . . . . . . . . . . . . . . . . . "
loot/output/QRExfil-295.jpg,
loot/output/QRExfil-281.jpg,"wser has now become the primary method used
   by users to acces"
loot/output/QRExfil-72.jpg,"customers and support their own digital organization.  As such:
"
loot/output/QRExfil-256.jpg,"d
   the web browser has become the ubiquitous method to connect"
loot/output/QRExfil-242.jpg,"on the
   endpoint?  In theory it can, but there are several pro"
loot/output/QRExfil-99.jpg,"NS for
   this purpose.  Yet this requires to add new RRs with a"
loot/output/QRExfil-98.jpg,"t
   can retrieve that vector and a choice was made to use the D"
loot/output/QRExfil-243.jpg,"blems and
   limitations with this approach.  One problem is tha"
loot/output/QRExfil-257.jpg," to these
   applications.  An increasing focus for security is "
loot/output/QRExfil-280.jpg," Attacks targeting the web browser

   As discussed, the web bro"
loot/output/QRExfil-73.jpg,"
   *  On one hand, they have the requirement that their custome"
loot/output/QRExfil-67.jpg,". . . .  12
   Contributors  . . . . . . . . . . . . . . . . . ."
loot/output/QRExfil-294.jpg, as aws.amazon.com or other similar internet hosting sites) but 
loot/output/QRExfil-337.jpg,"nce in Depth

   The concept of Defence in Depth is not a new on"
loot/output/QRExfil-451.jpg,"         Expires 12 January 2023               [Page 13]
"
loot/output/QRExfil-445.jpg,"States of America
   Phone: 41795061129
   Email: Arnaud.Taddei@"
loot/output/QRExfil-323.jpg,"rectly through Social
   Engineering.  A common technique is to "
loot/output/QRExfil-109.jpg,in shared or split architecture).  However it is extremely uncle
loot/output/QRExfil-135.jpg,"
   *  Loss of revenue with an average between 11-24%

   *  Los"
loot/output/QRExfil-121.jpg,"e way network security and
      monitoring is carried out by co"
loot/output/QRExfil-138.jpg,"rances companies in some
   countries prefer to pay the ransom t"
loot/output/QRExfil-104.jpg," any study that shows potential impacts on
   the overall DNS se"
loot/output/QRExfil-110.jpg,"ar on
   how these should be setup and how they will communicate"
loot/output/QRExfil-448.jpg,"   San Jose, CA 95131
   United States of America
   Email: Simo"
loot/output/QRExfil-306.jpg,"by creating fake
   adverts that then get displayed on legitimat"
loot/output/QRExfil-312.jpg," again, cannot be done in the browser alone.

   [MAGECART], or "
loot/output/QRExfil-299.jpg,"ant.  In this case the
   web browser will not protect the user "
loot/output/QRExfil-42.jpg,"ECH proposal  . . . . . . . . .   3
     2.1.  DNS impact  . . ."
loot/output/QRExfil-56.jpg,"ices are not trustable . . . . . . . . . . . . . . . .   8
     "
loot/output/QRExfil-272.jpg,"ments, but as well by costs as it is easier to
   manage securit"
loot/output/QRExfil-81.jpg," policies,
      regulations, certification, labelling and guide"
loot/output/QRExfil-95.jpg,"ting the backend servers
   into client facing server and backen"
loot/output/QRExfil-266.jpg,"ry 2023                [Page 7]

Internet-Draft                "
loot/output/QRExfil-94.jpg,"with new Record
   Resources (RRs) and the introduction of split"
loot/output/QRExfil-267.jpg,"   ech4ent                       July 2022


3.6.  Network Secur"
loot/output/QRExfil-273.jpg,"y from the network vs the endpoint (see below).

4.  Client Comp"
loot/output/QRExfil-80.jpg,"the same time
      complying with a diverse and growing list of"
loot/output/QRExfil-57.jpg,4.2.  Attacks targeting the web browser . . . . . . . . . . . . 
loot/output/QRExfil-43.jpg," . . . . . . . . . . . . . . . . . . . .   3
     2.2.  Client F"
loot/output/QRExfil-298.jpg," proper analysis
   on the whole page itself is much more import"
loot/output/QRExfil-313.jpg,"Web Skimming is a common form of attack which is
   intended to "
loot/output/QRExfil-307.jpg,"e websites.  In many
   cases the user can get infected by simpl"
loot/output/QRExfil-449.jpg,"n.Edwards@broadcom.com
   URI:   https://www.linkedin.com/in/sim"
loot/output/QRExfil-111.jpg,".  Even if
   this is to be left to ""implementation"", this inter"
loot/output/QRExfil-105.jpg,"rvice from various design criteria perspective?

2.2.  Client Fa"
loot/output/QRExfil-139.jpg,"o mitigate the damage which has
   the unfortunate side effect o"
loot/output/QRExfil-113.jpg," explaination and step
   by step approach in the different case"
loot/output/QRExfil-107.jpg,"derstood that ECH needs to establish the split of the
   targete"
loot/output/QRExfil-339.jpg,"ply, Defence in Depth is
   about creating multiple layers of de"
loot/output/QRExfil-311.jpg,"t is analysed that the attack is detected and
   stopped.  This,"
loot/output/QRExfil-305.jpg," itself.
   [MALVERTISING] (malicious advertising) attacks work "
loot/output/QRExfil-69.jpg,". . . . . . . . . . . . .  12

1.  Introduction

   This documen"
loot/output/QRExfil-55.jpg,"ions  . . . . . . . . . . . . . . . . . . . .   8
     4.1.  Dev"
loot/output/QRExfil-41.jpg," . . . . . . . . . . .   3
   2.  Need for clarification on the "
loot/output/QRExfil-259.jpg,"ector and so ensuring the
   content is clean and trusted by the"
loot/output/QRExfil-265.jpg," difficulties.








Taddei & Edwards         Expires 12 Janua"
loot/output/QRExfil-96.jpg,"d servers (in shared or split
   mode).

2.1.  DNS impact

   Th"
loot/output/QRExfil-82.jpg,"lines.

   The current ECH proposal is calling for attention on "
loot/output/QRExfil-271.jpg,"otivated by the nature of the attacks,
   the compliancy require"
loot/output/QRExfil-83.jpg,"both aspects
   with the need for clarification on how ECH (and "
loot/output/QRExfil-270.jpg,"oyed a network security solution
   for decades.  This is both m"
loot/output/QRExfil-264.jpg,"lysis.  Adding security in the network mitigates all of
   these"
loot/output/QRExfil-97.jpg,e current mechanism of the ECH vector needs a way that the clien
loot/output/QRExfil-258.jpg,"on protecting the
   web browser from being the initial attack v"
loot/output/QRExfil-40.jpg,". . . . . . .   2
     1.1.  Requirements Language . . . . . . ."
loot/output/QRExfil-54.jpg,"oyment . . . . . . . . . . . . . . .   8
   4.  Client Complicat"
loot/output/QRExfil-68.jpg," . . . . . . . .  12
   Authors' Addresses  . . . . . . . . . . "
loot/output/QRExfil-304.jpg,"2


   Other attacks work by compromising the legitimate website"
loot/output/QRExfil-310.jpg,"ary but it is only when the specific code
   hidden in the adver"
loot/output/QRExfil-338.jpg,"e [NIST-DID], but it
   is still highly relevant today.  Put sim"
loot/output/QRExfil-106.jpg,"cing vs Backend Servers need a lot of clarification

   It is un"
loot/output/QRExfil-112.jpg,"action requires
   clarification and at minimum a more pedagogic"
loot/output/QRExfil-116.jpg,"   Expires 12 January 2023                [Page 3]

Internet-Dr"
loot/output/QRExfil-102.jpg,"y Service for Domains'.  What
   would be the consequences of ma"
loot/output/QRExfil-314.jpg,"steal PII and credit card data.  Hackers compromise
   legitimat"
loot/output/QRExfil-300.jpg,"as it requires proper analysis,
   which can be done in transit "
loot/output/QRExfil-328.jpg,"ure, the user clicks on the link or opens the
   document and th"
loot/output/QRExfil-50.jpg,"   4
     3.3.  The main requirements . . . . . . . . . . . . . "
loot/output/QRExfil-44.jpg,"acing vs Backend Servers need a lot of
           clarification "
loot/output/QRExfil-78.jpg,"   *  On the other hand, they need to reduce their risks, protec"
loot/output/QRExfil-93.jpg,"g a new
   Hybrid Cryptography, a significant change in the DNS "
loot/output/QRExfil-260.jpg," time it arrives at the browser
   adds significant security ben"
loot/output/QRExfil-274.jpg,"lications

4.1.  Devices are not trustable

   As [CLESS] showed"
loot/output/QRExfil-87.jpg,"REQUIRED"", ""SHALL"", ""SHALL NOT"",
   ""SHOULD"", ""SHOULD NOT"", ""REC"
loot/output/QRExfil-248.jpg,"recent Sunburst attack that targeted the
   [SOLARWIND] supply c"
loot/output/QRExfil-249.jpg,"hain, the first thing that malware did was
   disable the anti-m"
loot/output/QRExfil-275.jpg," before its work was stopped, is that a strategy
   pushing secu"
loot/output/QRExfil-86.jpg,".  Requirements Language

   The key words ""MUST"", ""MUST NOT"", """
loot/output/QRExfil-92.jpg,"
   The current ECH proposal shows a very complex setup requirin"
loot/output/QRExfil-261.jpg,"efit.  The third problem is that to
   truly run the full set of"
loot/output/QRExfil-79.jpg,"t their
      reputation (and all associated aspects), while at "
loot/output/QRExfil-45.jpg,". . . . . . . . . . . . . . . . . . . . . .   3
   3.  Enterpris"
loot/output/QRExfil-51.jpg,". . . . .   4
     3.4.  Evolution of defence approaches . . . ."
loot/output/QRExfil-329.jpg,"e host is compromised.  These communications are
   almost alway"
loot/output/QRExfil-301.jpg,"from analysing the network traffic.










Taddei & Edwards  "
loot/output/QRExfil-315.jpg,"e websites, typically ecommerce related, and add JavaScripts
   "
loot/output/QRExfil-103.jpg,"king such a radical direction change
   into the DNS?  Was there"
loot/output/QRExfil-117.jpg,"aft                   ech4ent                       July 2022


"
loot/output/QRExfil-101.jpg," is definitely moving
   the DNS as it is today into a 'Director"
loot/output/QRExfil-115.jpg,"rvers meant to be hosted only by CDNs?



Taddei & Edwards      "
loot/output/QRExfil-129.jpg," the
   cyber criminals and nation states to launch more attacks"
loot/output/QRExfil-303.jpg,t-Draft                   ech4ent                       July 202
loot/output/QRExfil-317.jpg," data
   to the hacker.  Other attacks will distribute the malwa"
loot/output/QRExfil-47.jpg," . . . . . . . . . . . . . . . . . . . . . . .   4
     3.1.  Th"
loot/output/QRExfil-53.jpg,"urity . . . . . . . . . . .   5
     3.6.  Network Security depl"
loot/output/QRExfil-288.jpg,"r opening a malicious file.
   Hackers create domains that look "
loot/output/QRExfil-84.jpg,"DNS) will really work
   in these production environemtns and at"
loot/output/QRExfil-277.jpg,"o a lot of trouble as the spectrum of limits affecting
   endpoi"
loot/output/QRExfil-263.jpg,"endpoints due to compute and memory required for
   the full ana"
loot/output/QRExfil-90.jpg,"] [RFC8174] when, and only when, they appear in all
   capitals,"
